TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_original,Location_original,Channel_original,CustomerOccupation_original,cluster_id
472.48,55.0,87.0,1.0,7128.82,Debit,New York,Branch,Engineer,1
67.15,59.0,14.0,1.0,9028.49,Debit,Indianapolis,Online,Doctor,1
102.67000000000002,79.0,119.0,1.0,4656.94,Debit,Albuquerque,Branch,Retired,1
460.09,35.0,146.0,3.0,6990.64,Credit,Fresno,Online,Doctor,2
453.49,66.0,147.0,1.0,6366.43,Debit,Seattle,Branch,Doctor,0
267.17,26.0,170.0,1.0,1382.62,Debit,Seattle,ATM,Student,0
111.25999999999999,66.0,43.0,1.0,14350.11,Debit,Boston,ATM,Doctor,1
121.17000000000002,68.0,158.0,1.0,12990.77,Debit,Phoenix,ATM,Doctor,0
213.28,51.0,94.0,1.0,4835.91,Debit,Mesa,Branch,Retired,1
187.88,60.0,180.0,1.0,2154.58,Debit,Nashville,ATM,Engineer,0
471.88,34.0,141.0,1.0,14833.34,Credit,San Jose,Online,Doctor,0
83.79000000000002,57.0,47.0,1.0,5061.3,Debit,Nashville,ATM,Engineer,1
212.14,72.0,105.0,1.0,7225.06,Debit,Austin,Branch,Retired,1
99.16,79.0,202.0,1.0,2607.58,Debit,San Francisco,Online,Retired,0
839.3300000000002,60.0,86.0,1.0,11538.97,Credit,Louisville,Branch,Doctor,1
29.910000000000025,76.0,43.0,3.0,2834.84,Credit,Philadelphia,Online,Retired,2
4.240000000000009,38.0,38.0,1.0,7822.73,Debit,San Diego,Online,Engineer,1
50.28999999999999,58.0,64.0,1.0,7604.9,Credit,Raleigh,Online,Doctor,1
135.85,57.0,269.0,1.0,1480.3900000000003,Debit,Fresno,Online,Retired,0
368.53,68.0,34.0,1.0,13696.31,Debit,Raleigh,Branch,Doctor,1
17.94999999999999,64.0,135.0,1.0,12344.9,Credit,Sacramento,Branch,Doctor,0
127.80000000000001,31.0,47.0,1.0,8630.99,Credit,Virginia Beach,Branch,Engineer,1
16.730000000000018,45.0,47.999999999999986,1.0,2202.62,Debit,Houston,Online,Engineer,1
317.12,44.0,80.0,1.0,14409.74,Debit,Fort Worth,Branch,Doctor,1
476.63,79.0,115.0,1.0,4894.25,Debit,Charlotte,ATM,Retired,1
156.58,24.0,160.0,1.0,8981.61,Debit,Portland,Branch,Student,0
55.12000000000003,34.0,261.0,1.0,3791.99,Credit,Houston,Online,Engineer,0
15.740000000000009,27.0,38.0,1.0,690.1599999999999,Debit,Denver,Branch,Student,1
353.68,70.0,145.0,1.0,6777.12,Debit,Las Vegas,Online,Retired,0
297.15,76.0,178.0,1.0,5449.37,Debit,Phoenix,Online,Retired,0
647.85,36.0,121.0,1.0,13779.97,Debit,Omaha,Branch,Doctor,1
75.04000000000002,49.0,178.0,1.0,9648.6,Debit,El Paso,ATM,Engineer,0
273.92,28.0,35.0,1.0,1029.1499999999996,Debit,Virginia Beach,Online,Student,1
215.8,51.0,66.0,1.0,3656.62,Credit,Jacksonville,Branch,Retired,1
963.77,41.0,248.0,1.0,6710.51,Debit,Louisville,ATM,Engineer,0
420.6,26.0,55.0,1.0,1778.75,Debit,Louisville,Branch,Student,1
688.36,23.0,22.0,1.0,5191.13,Credit,Memphis,Branch,Student,1
285.18,55.0,150.0,1.0,14847.97,Credit,Sacramento,Branch,Doctor,0
213.55,63.0,15.0,1.0,5238.37,Debit,Boston,ATM,Doctor,1
463.11,51.0,159.0,1.0,10238.82,Credit,Las Vegas,Branch,Doctor,0
150.03,73.0,176.0,1.0,7491.42,Debit,Columbus,ATM,Retired,0
428.61,51.0,131.0,1.0,2116.36,Debit,Fresno,Branch,Retired,0
309.56,58.0,147.0,1.0,972.04,Debit,Charlotte,Online,Doctor,0
377.08,26.0,71.0,1.0,6430.86,Credit,Mesa,Branch,Student,1
77.25000000000003,68.0,157.0,1.0,14077.97,Debit,Virginia Beach,Branch,Doctor,0
146.92,64.0,272.0,1.0,3990.6,Debit,Portland,ATM,Retired,0
126.6,22.0,146.0,1.0,961.6499999999996,Debit,San Antonio,Branch,Student,0
101.33999999999997,24.0,46.0,1.0,703.2600000000002,Debit,Boston,ATM,Student,1
184.97,58.0,268.0,1.0,1156.67,Debit,Denver,Branch,Doctor,0
451.15,46.0,175.0,1.0,1356.4700000000003,Debit,Colorado Springs,ATM,Engineer,0
516.47,25.0,94.0,1.0,1305.06,Credit,Charlotte,ATM,Student,1
880.04,25.0,29.0,1.0,261.97000000000025,Debit,Sacramento,ATM,Student,1
353.69,59.0,163.0,1.0,9500.79,Debit,San Jose,Online,Engineer,0
66.69000000000003,25.0,140.0,1.0,1210.3300000000004,Credit,San Antonio,Branch,Student,0
95.75,31.0,169.0,1.0,337.6199999999999,Debit,Los Angeles,Branch,Engineer,0
43.91,27.0,86.0,1.0,1806.6800000000003,Debit,Albuquerque,Online,Student,1
98.03,54.0,165.0,1.0,6323.45,Debit,El Paso,Branch,Engineer,0
617.66,42.0,128.0,1.0,7155.95,Debit,Boston,ATM,Engineer,1
888.5700000000002,62.0,102.0,1.0,7896.14,Debit,San Antonio,Online,Retired,1
107.48000000000002,22.0,129.0,1.0,591.2299999999996,Debit,Omaha,Branch,Student,0
36.56999999999999,62.0,69.0,1.0,2583.07,Debit,Omaha,ATM,Retired,1
575.62,43.0,129.0,1.0,234.40999999999985,Debit,Oklahoma City,Online,Doctor,0
84.88999999999999,37.0,70.0,1.0,4735.61,Debit,San Jose,ATM,Engineer,1
832.3,69.0,86.0,1.0,6617.52,Credit,Austin,Branch,Retired,1
180.65,22.0,38.0,5.0,816.0100000000002,Debit,Charlotte,Branch,Student,2
7.759999999999991,52.0,84.0,1.0,7393.11,Credit,Las Vegas,Online,Retired,1
109.30000000000001,56.0,27.0,1.0,13510.11,Debit,Fort Worth,Branch,Doctor,1
230.08,79.0,124.0,1.0,4466.1,Debit,Austin,Online,Retired,1
361.92,54.0,111.0,1.0,7474.31,Debit,Detroit,ATM,Retired,1
71.29000000000002,68.0,55.0,2.0,7225.63,Debit,Chicago,ATM,Retired,1
122.44999999999999,46.0,98.0,1.0,7255.49,Debit,New York,Branch,Doctor,1
642.53,65.0,128.0,1.0,11417.91,Debit,Mesa,ATM,Doctor,1
62.860000000000014,25.0,31.0,1.0,1040.4300000000003,Debit,Houston,Branch,Student,1
175.21,69.0,69.0,1.0,6039.04,Credit,Mesa,ATM,Doctor,1
168.0,32.0,11.0,1.0,3498.58,Credit,Tucson,Branch,Engineer,1
11.45999999999998,67.0,73.0,1.0,6628.75,Debit,Chicago,Online,Retired,1
382.07,62.0,147.0,1.0,10156.09,Credit,Omaha,Branch,Doctor,0
13.480000000000018,18.0,20.0,3.0,521.8800000000001,Debit,Las Vegas,Online,Student,2
65.32,28.0,54.0,1.0,9165.02,Debit,Mesa,ATM,Student,1
83.07000000000002,27.0,291.0,4.0,6704.76,Debit,Miami,Branch,Engineer,2
730.1,77.0,93.0,1.0,6384.05,Credit,Chicago,Branch,Retired,1
85.31,62.0,27.0,1.0,6095.65,Debit,Kansas City,ATM,Retired,1
726.61,18.0,277.0,1.0,1008.7600000000002,Debit,Phoenix,ATM,Student,0
130.4,45.0,63.0,1.0,4381.24,Debit,Raleigh,Branch,Engineer,1
68.1,20.0,47.0,1.0,1382.8000000000002,Debit,Milwaukee,ATM,Student,1
65.25999999999999,26.0,72.0,1.0,7380.63,Debit,Sacramento,Branch,Student,1
191.62,63.0,51.0,1.0,1981.67,Debit,Jacksonville,Branch,Doctor,1
212.88,39.0,122.0,1.0,7036.72,Debit,Fresno,Online,Doctor,1
88.38,30.0,138.0,1.0,3707.82,Debit,Virginia Beach,ATM,Engineer,0
48.77000000000001,42.0,51.0,1.0,2040.1599999999999,Credit,Austin,Online,Engineer,1
289.1,27.0,206.0,1.0,267.52999999999975,Debit,Baltimore,ATM,Student,0
390.09,26.0,49.0,1.0,2617.23,Debit,El Paso,Online,Engineer,1
48.28999999999999,37.0,242.0,1.0,8883.4,Debit,San Diego,Online,Engineer,0
333.83,63.0,135.0,1.0,1660.6599999999999,Debit,Fresno,ATM,Retired,0
1074.29,67.0,79.0,1.0,2011.6,Debit,Portland,Branch,Retired,1
100.26999999999998,79.0,51.0,1.0,4309.9,Debit,Miami,Online,Retired,1
44.53999999999999,31.0,164.0,1.0,362.39999999999964,Debit,San Antonio,ATM,Engineer,0
1156.18,52.0,40.000000000000014,1.0,836.6900000000005,Credit,Phoenix,Online,Doctor,1
82.17000000000002,28.0,20.999999999999986,1.0,1913.06,Debit,Fort Worth,Branch,Student,1
1045.45,19.0,150.0,1.0,563.46,Debit,Baltimore,Online,Student,0
447.42,32.0,65.0,1.0,6133.22,Debit,Charlotte,Online,Engineer,1
590.26,25.0,47.999999999999986,1.0,1068.2799999999993,Credit,Austin,Branch,Student,1
192.73,71.0,157.0,1.0,2037.75,Debit,Milwaukee,Branch,Retired,0
146.01,26.0,269.0,1.0,221.78999999999996,Debit,San Francisco,Online,Student,0
136.05,24.0,63.0,3.0,1127.54,Debit,Atlanta,Online,Student,2
11.569999999999993,56.0,64.0,1.0,2061.61,Credit,New York,Branch,Retired,1
102.34,51.0,78.0,1.0,9326.28,Debit,San Antonio,Online,Doctor,1
7.819999999999993,36.0,273.0,1.0,2240.49,Debit,Boston,ATM,Engineer,0
79.43,74.0,72.0,1.0,6579.37,Debit,Dallas,ATM,Retired,1
386.97,58.0,137.0,1.0,1876.35,Debit,Raleigh,Branch,Retired,0
51.22,23.0,82.0,1.0,1664.5900000000001,Debit,Fresno,Branch,Student,1
256.05,54.0,35.0,1.0,6910.18,Debit,Nashville,ATM,Retired,1
7.7900000000000205,34.0,298.0,1.0,1319.85,Debit,Los Angeles,Branch,Doctor,0
233.71,63.0,11.0,1.0,6095.5,Debit,Louisville,Branch,Doctor,1
176.37,55.0,126.0,1.0,2420.86,Debit,Boston,Branch,Retired,1
122.63,21.0,153.0,1.0,359.0600000000004,Debit,Milwaukee,Branch,Student,0
86.41,75.0,125.0,1.0,3128.71,Debit,Fresno,ATM,Retired,1
21.569999999999993,54.0,71.0,1.0,7587.48,Debit,San Francisco,ATM,Retired,1
82.67000000000002,26.0,46.0,1.0,290.59000000000015,Debit,Milwaukee,Branch,Student,1
451.35,47.0,223.0,1.0,7707.96,Credit,Baltimore,Branch,Engineer,0
299.42,63.0,53.0,1.0,4735.41,Credit,San Jose,Branch,Retired,1
543.47,18.0,122.0,1.0,6165.03,Debit,Los Angeles,ATM,Student,1
346.76,21.0,116.0,1.0,1637.75,Credit,San Jose,Branch,Student,1
47.48000000000002,24.0,66.0,1.0,585.5200000000004,Debit,El Paso,Branch,Student,1
64.92000000000002,58.0,236.0,1.0,5481.76,Debit,Atlanta,Branch,Engineer,0
350.72,28.0,47.999999999999986,1.0,1982.9,Credit,Fresno,ATM,Student,1
3.8000000000000114,65.0,174.0,1.0,5766.96,Debit,Charlotte,Online,Doctor,0
22.54000000000002,26.0,42.0,1.0,7139.11,Debit,El Paso,Online,Engineer,1
767.14,62.0,38.0,1.0,4732.57,Credit,Mesa,Branch,Retired,1
167.47,35.0,103.0,1.0,2293.13,Debit,Sacramento,ATM,Engineer,1
43.650000000000006,30.0,212.0,1.0,2870.67,Credit,Charlotte,Branch,Engineer,0
391.08,56.0,105.0,1.0,6885.16,Debit,Fresno,Online,Retired,1
390.77,44.0,34.0,1.0,5500.56,Debit,Portland,Online,Doctor,1
508.1600000000001,39.0,131.0,1.0,5609.44,Debit,Mesa,ATM,Engineer,0
36.75999999999999,65.0,108.0,1.0,1228.9300000000003,Credit,Philadelphia,Online,Retired,1
332.33,27.0,101.0,1.0,192.6300000000001,Debit,Kansas City,ATM,Student,1
362.09,32.0,31.0,1.0,6590.28,Debit,New York,Branch,Engineer,1
42.579999999999984,30.0,80.0,1.0,13485.0,Debit,San Jose,Online,Doctor,1
122.35,53.0,188.0,1.0,6472.5,Credit,Atlanta,Branch,Retired,0
248.66,28.0,113.0,1.0,2571.39,Debit,Chicago,Online,Engineer,1
461.25,54.0,171.0,1.0,676.1000000000004,Credit,Sacramento,Online,Doctor,0
61.77000000000001,56.0,49.0,1.0,12352.2,Debit,Charlotte,Branch,Doctor,1
268.92,29.0,148.0,1.0,8765.38,Debit,Chicago,Branch,Engineer,0
303.97,24.0,77.0,5.0,1590.88,Debit,Fort Worth,Online,Student,2
219.02,54.0,68.0,1.0,7375.73,Credit,San Diego,Online,Engineer,1
125.13999999999999,20.0,31.0,1.0,1845.1800000000003,Debit,Baltimore,Branch,Student,1
47.599999999999994,53.0,115.0,1.0,1382.5100000000002,Debit,Austin,Online,Engineer,1
592.82,74.0,248.0,1.0,7508.98,Debit,Memphis,Online,Retired,0
372.5,22.0,211.0,1.0,3901.82,Debit,Nashville,ATM,Student,0
4.720000000000027,32.0,20.0,1.0,4792.01,Debit,Fort Worth,Branch,Engineer,1
144.93,42.0,74.0,1.0,6887.52,Debit,Fresno,Branch,Engineer,1
316.56,28.0,261.0,1.0,8643.51,Debit,Denver,Online,Engineer,0
9.180000000000007,22.0,140.0,1.0,887.3199999999997,Debit,San Francisco,Online,Student,0
421.25,25.0,66.0,1.0,7174.69,Debit,Fort Worth,Online,Student,1
185.71000000000004,48.0,194.0,1.0,2679.91,Debit,Virginia Beach,Branch,Engineer,0
1432.02,60.0,138.0,1.0,4315.07,Debit,Louisville,Branch,Retired,0
26.269999999999982,45.0,177.0,1.0,8853.93,Credit,Portland,Online,Engineer,0
297.03,61.0,151.0,1.0,1088.6200000000003,Debit,Austin,Online,Retired,0
341.67,53.0,96.0,5.0,1442.29,Debit,Omaha,Branch,Retired,2
99.51999999999995,52.0,127.0,1.0,3798.09,Debit,San Diego,ATM,Engineer,1
881.1000000000001,28.0,16.0,1.0,9951.68,Debit,Phoenix,Branch,Student,1
139.69,52.0,180.0,1.0,9567.94,Debit,Indianapolis,Online,Engineer,0
42.72,37.0,143.0,1.0,2669.66,Debit,Nashville,ATM,Engineer,0
112.72,31.0,17.0,1.0,9630.0,Debit,Washington,Branch,Doctor,1
568.88,19.0,105.0,1.0,1307.8599999999997,Debit,Nashville,Branch,Student,1
189.03,28.0,50.0,1.0,1916.46,Debit,Oklahoma City,ATM,Student,1
199.8,20.0,163.0,1.0,167.27999999999975,Debit,Detroit,ATM,Student,0
189.07999999999998,68.0,238.0,1.0,10790.8,Debit,Miami,Branch,Doctor,0
958.9000000000001,31.0,135.0,1.0,9977.49,Debit,Memphis,Branch,Engineer,0
409.59,35.0,50.0,1.0,14563.02,Debit,Albuquerque,Online,Doctor,1
349.34,28.0,245.0,1.0,614.1400000000003,Credit,Indianapolis,ATM,Student,0
283.15,24.0,180.0,1.0,603.79,Debit,Baltimore,Online,Student,0
151.82,51.0,105.0,1.0,2197.12,Debit,Chicago,ATM,Retired,1
438.59,37.0,103.0,1.0,8994.39,Debit,San Jose,Online,Engineer,1
590.57,79.0,93.0,1.0,3224.6,Debit,Milwaukee,ATM,Retired,1
63.74000000000004,63.0,31.0,1.0,4336.4,Debit,Chicago,Online,Retired,1
77.01999999999998,59.0,132.0,1.0,800.8299999999999,Credit,Miami,Online,Doctor,0
501.15,47.0,208.0,1.0,8821.84,Debit,Phoenix,Branch,Engineer,0
917.81,64.0,75.0,2.0,3173.17,Debit,Kansas City,ATM,Retired,1
8.949999999999989,76.0,102.0,1.0,3299.84,Debit,Oklahoma City,Online,Retired,1
173.6,21.0,160.0,1.0,421.4399999999996,Debit,Austin,Online,Student,0
149.40000000000003,53.0,123.0,1.0,1035.2200000000007,Debit,Chicago,ATM,Retired,1
388.21,53.0,237.0,1.0,9724.49,Credit,Columbus,Branch,Doctor,0
484.3,61.0,230.0,3.0,7910.3,Credit,Boston,Online,Retired,2
126.04000000000002,65.0,167.0,1.0,6041.69,Credit,Charlotte,Branch,Retired,0
52.03999999999999,50.0,31.0,1.0,8436.12,Credit,Colorado Springs,Branch,Doctor,1
389.7,62.0,216.0,1.0,7125.15,Credit,Austin,Branch,Doctor,0
161.1,19.0,104.0,1.0,239.1199999999999,Credit,Miami,ATM,Student,1
309.77,67.0,137.0,1.0,4378.14,Credit,San Antonio,Online,Retired,0
838.5700000000002,41.0,273.0,1.0,14576.47,Debit,Phoenix,ATM,Doctor,0
202.55,21.0,34.0,2.0,701.7299999999996,Debit,Dallas,ATM,Student,1
724.18,41.0,134.0,1.0,10922.78,Debit,Fort Worth,Branch,Doctor,0
124.98000000000002,24.0,78.0,1.0,642.0,Debit,Washington,ATM,Student,1
487.32,52.0,164.0,1.0,7707.96,Debit,Kansas City,Branch,Doctor,0
635.91,46.0,78.0,1.0,13267.09,Credit,Jacksonville,Branch,Doctor,1
205.65,62.0,144.0,1.0,3582.16,Debit,Houston,Branch,Retired,0
39.410000000000025,25.0,132.0,1.0,921.9099999999999,Debit,Louisville,Branch,Student,0
254.0,35.0,63.0,1.0,5788.53,Debit,Nashville,Branch,Doctor,1
436.8,36.0,213.0,1.0,4515.43,Debit,Houston,Branch,Engineer,0
224.73,76.0,63.0,1.0,7551.89,Debit,Miami,Branch,Retired,1
752.69,65.0,115.0,1.0,14489.69,Credit,Dallas,ATM,Doctor,1
78.5,31.0,41.0,1.0,13991.5,Credit,San Jose,Branch,Doctor,1
50.0,53.0,87.0,1.0,185.8699999999999,Credit,Jacksonville,ATM,Doctor,1
132.42,18.0,164.0,1.0,726.3900000000003,Debit,Denver,ATM,Student,0
11.670000000000016,76.0,105.0,1.0,7458.63,Debit,Fort Worth,Branch,Retired,1
83.16,61.0,177.0,1.0,3065.87,Debit,Los Angeles,ATM,Retired,0
149.02,46.0,176.0,1.0,9379.72,Credit,Fort Worth,Branch,Engineer,0
74.26999999999998,59.0,148.0,1.0,13696.61,Credit,Memphis,Online,Doctor,0
876.5700000000002,62.0,118.0,1.0,3743.63,Credit,Portland,ATM,Retired,1
615.58,42.0,133.0,1.0,14343.0,Debit,Jacksonville,ATM,Doctor,0
643.03,36.0,52.0,1.0,2882.16,Credit,Jacksonville,Online,Engineer,1
7.949999999999989,79.0,65.0,1.0,5631.2,Debit,Phoenix,ATM,Retired,1
270.92,77.0,143.0,1.0,4574.43,Credit,Louisville,Branch,Retired,0
499.48,24.0,133.0,1.0,1242.62,Debit,Charlotte,ATM,Student,0
841.5,25.0,287.0,1.0,352.3100000000004,Credit,Atlanta,Branch,Student,0
138.82000000000002,77.0,53.0,1.0,3100.22,Debit,Fort Worth,Online,Retired,1
231.46,60.0,83.0,1.0,4707.24,Credit,Miami,Branch,Engineer,1
292.08,72.0,32.0,1.0,7950.48,Debit,Columbus,ATM,Retired,1
63.97999999999999,54.0,258.0,1.0,7954.12,Debit,Baltimore,Online,Doctor,0
235.21,67.0,74.0,1.0,5946.61,Debit,Boston,Branch,Doctor,1
201.73,57.0,78.0,1.0,6650.71,Debit,Baltimore,Online,Engineer,1
161.31,28.0,13.000000000000014,1.0,1268.67,Debit,Nashville,ATM,Student,1
18.410000000000025,53.0,168.0,1.0,8287.54,Debit,Atlanta,Branch,Doctor,0
471.75,34.0,41.0,1.0,12948.5,Credit,San Jose,Branch,Doctor,1
290.02,55.0,246.0,1.0,4746.71,Debit,Milwaukee,Branch,Engineer,0
48.05000000000001,27.0,38.0,1.0,5334.97,Debit,New York,Branch,Engineer,1
359.42,55.0,30.0,1.0,1765.4499999999998,Debit,Baltimore,Branch,Doctor,1
32.910000000000025,19.0,255.0,1.0,427.3000000000002,Debit,Fort Worth,Online,Student,0
3.8000000000000114,67.0,140.0,1.0,6285.39,Debit,Denver,Branch,Retired,0
31.810000000000002,51.0,149.0,1.0,1406.6,Debit,Fort Worth,Online,Retired,0
220.2,28.0,102.0,1.0,1075.15,Debit,Boston,Online,Student,1
476.03,77.0,99.0,1.0,5958.34,Credit,Houston,Branch,Retired,1
141.91,23.0,49.0,1.0,791.9700000000003,Debit,Miami,Branch,Student,1
95.82999999999998,27.0,91.0,1.0,1726.4,Debit,Washington,Online,Student,1
51.150000000000006,46.0,199.0,1.0,8992.25,Credit,Los Angeles,Branch,Engineer,0
1192.2,60.0,103.0,5.0,7816.41,Credit,Jacksonville,Branch,Retired,2
50.75,62.0,185.0,1.0,8271.47,Debit,Boston,ATM,Doctor,0
185.07,22.0,159.0,1.0,636.4200000000001,Debit,Colorado Springs,Branch,Student,0
293.54,40.0,45.0,1.0,2290.1,Debit,Sacramento,Online,Engineer,1
23.379999999999995,32.0,89.0,1.0,9968.49,Debit,Memphis,Branch,Engineer,1
285.26,28.0,93.0,1.0,167.72000000000025,Debit,Atlanta,ATM,Student,1
129.48,31.0,179.0,1.0,7581.7,Debit,Seattle,ATM,Engineer,0
743.03,50.0,174.0,1.0,4111.38,Debit,New York,ATM,Engineer,0
297.86,28.0,96.0,1.0,1680.1400000000003,Credit,Milwaukee,ATM,Student,1
231.92,66.0,12.0,1.0,5715.08,Debit,Indianapolis,ATM,Doctor,1
295.82,47.0,46.0,1.0,5897.73,Credit,Chicago,Branch,Engineer,1
302.86,55.0,275.0,1.0,5239.24,Debit,Los Angeles,Online,Doctor,0
81.07999999999998,58.0,56.0,1.0,7788.91,Debit,Omaha,ATM,Engineer,1
775.6,79.0,158.0,1.0,3898.64,Credit,Mesa,Branch,Retired,0
178.43,26.0,136.0,1.0,1214.9300000000003,Debit,Baltimore,Branch,Student,0
211.91,20.0,181.0,1.0,927.4700000000003,Debit,Indianapolis,Online,Student,0
17.20999999999998,23.0,219.0,1.0,914.1599999999999,Debit,Omaha,Online,Student,0
124.22,23.0,172.0,1.0,9695.04,Debit,Charlotte,ATM,Student,0
38.370000000000005,63.0,135.0,1.0,8647.04,Debit,San Antonio,ATM,Doctor,0
269.79,52.0,17.0,1.0,1292.1,Debit,San Jose,ATM,Engineer,1
605.42,21.0,33.0,1.0,392.34000000000015,Debit,Mesa,ATM,Student,1
11.189999999999998,60.0,40.000000000000014,1.0,9877.17,Debit,Austin,ATM,Engineer,1
29.189999999999998,58.0,41.0,1.0,12059.85,Credit,Nashville,Branch,Doctor,1
701.7,61.0,64.0,1.0,6643.24,Credit,Seattle,Online,Retired,1
862.3400000000001,57.0,72.0,1.0,9903.48,Debit,Kansas City,Branch,Doctor,1
410.97,22.0,45.0,1.0,151.42000000000007,Debit,Los Angeles,ATM,Student,1
36.96999999999997,41.0,79.0,1.0,2850.92,Debit,Virginia Beach,Branch,Engineer,1
137.59,30.0,95.0,1.0,10679.67,Debit,Nashville,ATM,Doctor,1
168.11,51.0,12.0,1.0,10652.13,Credit,New York,Online,Doctor,1
430.98,24.0,93.0,1.0,569.25,Debit,Baltimore,Branch,Student,1
13.870000000000005,24.0,20.0,1.0,954.8299999999999,Debit,Phoenix,Branch,Student,1
642.68,76.0,66.0,1.0,1831.1999999999998,Debit,Jacksonville,ATM,Retired,1
175.07,28.0,169.0,2.0,9274.64,Debit,Las Vegas,Online,Engineer,0
302.82,36.0,175.0,1.0,9384.54,Debit,Jacksonville,ATM,Engineer,0
1647.74,67.0,52.0,1.0,1483.8400000000001,Debit,Louisville,ATM,Retired,1
406.81,66.0,84.0,1.0,1968.3599999999997,Debit,New York,Online,Retired,1
256.3,53.0,172.0,1.0,4203.05,Debit,New York,Online,Retired,0
80.95999999999998,19.0,97.0,1.0,959.9400000000005,Credit,Jacksonville,Online,Student,1
95.78,22.0,27.0,1.0,271.6400000000003,Debit,Atlanta,Online,Student,1
379.54,41.0,118.0,1.0,12571.76,Credit,Indianapolis,Branch,Doctor,1
903.19,22.0,65.0,1.0,8627.08,Debit,El Paso,Online,Student,1
142.19,18.0,27.0,4.0,524.46,Debit,Houston,Branch,Student,2
847.45,28.0,175.0,1.0,422.3199999999997,Debit,Jacksonville,Branch,Student,0
295.18,66.0,31.0,1.0,12961.530000000002,Credit,Dallas,Branch,Doctor,1
18.45999999999998,68.0,213.0,1.0,6381.6,Debit,Charlotte,Branch,Retired,0
603.23,28.0,47.999999999999986,1.0,117.97999999999956,Debit,Detroit,Branch,Student,1
54.5,57.0,147.0,1.0,1715.2200000000003,Credit,Philadelphia,Branch,Retired,0
414.77,29.0,274.0,1.0,5599.81,Debit,San Francisco,Online,Doctor,0
886.19,61.0,69.0,1.0,7904.24,Debit,Colorado Springs,Branch,Retired,1
440.03,49.0,88.0,1.0,1490.44,Debit,San Jose,Online,Engineer,1
35.45999999999998,56.0,285.0,1.0,1532.7200000000003,Debit,Nashville,ATM,Retired,0
76.38999999999996,18.0,219.0,1.0,5976.0,Debit,Denver,Branch,Student,0
595.91,19.0,162.0,1.0,1673.7600000000002,Credit,San Antonio,ATM,Student,0
6.029999999999973,76.0,70.0,1.0,3290.72,Debit,Chicago,Branch,Retired,1
249.34,26.0,197.0,1.0,3030.97,Debit,Charlotte,ATM,Engineer,0
421.52,20.0,67.0,1.0,369.8599999999997,Debit,San Jose,Branch,Student,1
189.77,58.0,24.0,1.0,6570.36,Debit,Raleigh,Branch,Engineer,1
73.19,76.0,213.0,1.0,2264.98,Debit,Atlanta,Branch,Retired,0
188.13,75.0,198.0,1.0,5029.87,Credit,Jacksonville,Online,Retired,0
30.519999999999982,62.0,122.0,1.0,12327.74,Debit,Jacksonville,Branch,Doctor,1
1235.69,20.0,118.0,1.0,420.25,Credit,San Jose,Branch,Student,1
1159.39,41.0,150.0,1.0,6499.53,Debit,Oklahoma City,Online,Doctor,0
170.24,62.0,133.0,1.0,5172.99,Debit,San Francisco,Branch,Retired,0
56.620000000000005,54.0,121.0,1.0,8981.1,Debit,Austin,Branch,Doctor,1
53.139999999999986,34.0,70.0,1.0,7915.0,Debit,Las Vegas,ATM,Doctor,1
587.23,27.0,144.0,1.0,500.84000000000015,Debit,Omaha,Online,Student,0
146.15,43.0,75.0,1.0,13784.4,Debit,Phoenix,Branch,Doctor,1
21.269999999999982,62.0,114.0,1.0,7392.79,Credit,Indianapolis,Online,Retired,1
1397.59,26.0,144.0,1.0,1134.7900000000004,Credit,Austin,ATM,Student,0
76.01999999999998,34.0,189.0,1.0,14765.41,Credit,Albuquerque,Online,Doctor,0
170.19,27.0,156.0,5.0,745.8699999999999,Credit,Los Angeles,Branch,Student,2
155.51,68.0,15.0,1.0,5360.19,Debit,Raleigh,ATM,Doctor,1
135.15,72.0,50.0,1.0,5878.14,Debit,Colorado Springs,Online,Retired,1
39.48000000000002,56.0,38.0,1.0,5889.51,Debit,Omaha,ATM,Retired,1
451.68,33.0,15.0,1.0,4381.54,Debit,Houston,Online,Engineer,1
19.110000000000014,49.0,160.0,1.0,8478.46,Credit,Colorado Springs,Online,Engineer,0
355.0,26.0,33.0,1.0,185.47000000000025,Credit,Fort Worth,Online,Student,1
427.69,43.0,236.0,1.0,2443.54,Debit,Raleigh,ATM,Engineer,0
254.86,23.0,102.0,1.0,699.8999999999996,Debit,Boston,Branch,Student,1
19.480000000000018,27.0,114.0,1.0,4739.59,Debit,Dallas,ATM,Engineer,1
190.17,49.0,265.0,1.0,12893.85,Debit,Baltimore,ATM,Doctor,0
91.38,65.0,179.0,1.0,2402.58,Debit,Jacksonville,ATM,Retired,0
206.63,59.0,128.0,1.0,7626.53,Credit,Oklahoma City,Online,Retired,1
93.22,52.0,52.0,1.0,1014.6300000000001,Debit,Charlotte,Online,Retired,1
547.98,28.0,171.0,1.0,1358.54,Debit,Oklahoma City,ATM,Student,0
641.06,23.0,25.0,1.0,1602.13,Debit,Colorado Springs,ATM,Student,1
314.55,27.0,19.0,2.0,1105.8900000000008,Credit,Dallas,Branch,Student,1
836.45,61.0,63.0,1.0,1731.8900000000003,Debit,Virginia Beach,Online,Retired,1
1095.09,29.0,52.0,1.0,8692.47,Debit,San Francisco,ATM,Engineer,1
189.45,53.0,62.0,1.0,12578.75,Credit,Boston,Branch,Doctor,1
91.84,67.0,80.0,1.0,1712.4099999999999,Credit,Mesa,Branch,Retired,1
